target_VA,VCO2,C_rs,R_aw,L_ETT,L_TRACH,dL_device,window_Cmax_low,window_Cmax_high,window_width,overlaps_observed_MIP
4.32,206,0.0343119266055046,10,8.92366487775235,8.10980442520439,0.813860452547965,22.844519507618,25.1370841626827,2.29256465506469,0
4.32,206,0.0346788990825688,10,8.87185263770482,8.0599197238491,0.811932913855724,22.7039992221101,24.9911341907178,2.28713496860767,0
4.32,206,0.035045871559633,10,8.82112547074729,8.01107972828135,0.810045742465933,22.5664217698066,24.8482407626684,2.28181899286178,0
4.32,206,0.0354128440366972,10,8.77144964403758,7.96325196060103,0.808197683436553,22.4316956636649,24.7083088564439,2.27661319277902,0
4.32,206,0.0357798165137615,10,8.72279280864499,7.91640527533465,0.806387533310342,22.2997331699568,24.5712473482957,2.27151417833899,0
4.32,206,0.0361467889908257,10,8.67512392930099,7.87050979179957,0.804614137501412,22.1704501177453,24.4369688149324,2.26651869718708,0
4.32,206,0.0365137614678899,10,8.628413218386,7.82553683054661,0.802876387839397,22.0437657198496,24.3053893475662,2.26162362771661,0
4.32,206,0.0368807339449541,10,8.58263207385739,7.78145885359718,0.801173220260207,21.9196024044991,24.1764283770631,2.25682597256396,0
4.32,206,0.0372477064220183,10,8.53775302084658,7.73824940821327,0.799503612633317,21.7978856569388,24.050008509427,2.25212285248822,0
4.32,206,0.0376146788990826,10,8.49374965667501,7.69588307395879,0.797866582716221,21.6785438703065,23.9260553709155,2.24751150060907,0
4.32,206,0.0379816513761468,10,8.45059659905748,7.65433541283001,0.796261186227473,21.5615082051549,23.8044974621337,2.2429892569788,0
4.32,206,0.038348623853211,10,8.40826943727951,7.61358292224914,0.794686515030375,21.4467124570398,23.6852660205057,2.23855356346585,0
4.32,206,0.0387155963302752,10,8.36674468615137,7.57360299073142,0.793141695419954,21.3340929316378,23.5682948905672,2.23420195892945,0
4.32,206,0.0390825688073394,10,8.32599974255615,7.53437385604971,0.791625886506442,21.2235883269006,23.4535204015666,2.22993207466603,0
4.32,206,0.0394495412844037,10,8.28601284442317,7.49587456573417,0.790138278688994,21.1151396217864,23.3408812518962,2.22574163010984,0
4.32,206,0.0398165137614679,10,8.24676303197005,7.45808493975625,0.788678092213802,21.0086899711444,23.2303183999156,2.22162842877127,0
4.32,206,0.0401834862385321,10,8.20823011106859,7.42098553525738,0.787244575811219,20.9041846063588,23.1217749607566,2.2175903543978,0
4.32,206,0.0405504587155963,10,8.17039461859974,7.38455761319287,0.785837005406871,20.8015707413884,23.0151961087317,2.2136253673433,0
4.32,206,0.0409174311926605,10,8.13323778967293,7.34878310677078,0.784454682902155,20.7007974838613,22.9105289849942,2.20973150113283,0
4.32,206,0.0412844036697248,10,8.09674152659371,7.31364459157397,0.783096935019742,20.6018157509126,22.8077226101231,2.20590685921054,0
4.32,206,0.041651376146789,10,8.06088836947183,7.27912525726168,0.781763112210148,20.5045781894695,22.7067278013291,2.20214961185957,0
4.32,206,0.0420183486238532,10,8.02566146836955,7.24520888075398,0.78045258761557,20.4090391007154,22.6074970939987,2.1984579932833,0
4.32,206,0.0423853211009174,10,7.99104455689674,7.21187980080918,0.779164756087566,20.3151543684766,22.5099846673148,2.19483029883821,0
4.32,206,0.0427522935779816,10,7.95702192716596,7.17912289391064,0.777899033255319,20.2228813912976,22.4141462737069,2.19126488240935,0
4.32,206,0.0431192660550459,10,7.92357840602633,7.14692355138484,0.776654854641492,20.1321790179855,22.3199391719052,2.1877601539197,0
4.32,206,0.0434862385321101,10,7.89069933250088,7.11526765767804,0.775431674822839,20.043007486417,22.2273220633828,2.18431457696574,0
4.32,206,0.0438532110091743,10,7.85837053635661,7.08414156972366,0.774228966632946,19.9553283654188,22.1362550319905,2.18092666657168,0
4.32,206,0.0442201834862385,10,7.8265783177417,7.05353209733699,0.773046220404712,19.8691044995408,22.0466994865963,2.17759498705553,0
4.32,206,0.0445871559633027,10,7.79530942782828,7.02342648457808,0.771882943250197,19.784299956558,21.9586181065585,2.17431815000055,0
4.32,206,0.044954128440367,10,7.76455105040323,6.99381239202748,0.770738658375752,19.7008799775422,21.8719747898683,2.17109481232606,0
4.32,206,0.0453211009174312,10,7.73429078435349,6.96467787992304,0.769612904430449,19.6188109293607,21.7867346038127,2.16792367445197,0
4.32,206,0.0456880733944954,10,7.70451662699532,6.93601139210944,0.768505234885875,19.5380602594632,21.702863738015,2.16480347855176,0
4.32,206,0.0460550458715596,10,7.67521695820061,6.90780174075502,0.767415217445595,19.458596452831,21.62032945972,2.161733006889,0
4.32,206,0.0464220183486238,10,7.64638052527619,6.88003809179355,0.766342433482634,19.3803889909678,21.5391000712005,2.15871108023277,0
4.32,206,0.0467889908256881,10,7.61799642855449,6.85270995105109,0.765286477503404,19.30340831282,21.4591448691676,2.15573655634762,0
4.32,206,0.0471559633027523,10,7.59005410765726,6.82580715102057,0.764246956636691,19.2276257775227,21.3804341060768,2.15280832855406,0
4.32,206,0.0475229357798165,10,7.56254332839551,6.79931983824921,0.763223490146298,19.153013628871,21.3029389532268,2.14992532435577,0
4.32,206,0.0478899082568807,10,7.53545417027187,6.77323846130577,0.762215708966102,19.0795449614247,21.2266314655546,2.14708650412987,0
4.32,206,0.0482568807339449,10,7.50877701455315,6.74755375929682,0.761223255256327,19.0071936881601,21.151484548037,2.14429085987698,0
4.32,206,0.0486238532110092,10,7.48250253288302,6.72225675090311,0.76024578197991,18.9359345095862,21.0774719236141,2.14153741402792,0
4.32,206,0.0489908256880734,10,7.45662167640644,6.69733872390855,0.759282952497893,18.8657428842494,21.0045681025534,2.13882521830392,0
4.32,206,0.0493577981651376,10,7.43112566537934,6.67279122519644,0.758334440182899,18.7965950005533,20.9327483531812,2.13615335262788,0
4.32,206,0.0497247706422018,10,7.40600597923824,6.64860605118856,0.757399928049674,18.7284677498269,20.8619886739105,2.13352092408359,0
4.32,206,0.050091743119266,10,7.38125434710653,6.62477523870461,0.756479108401916,18.6613387005764,20.7922657664973,2.13092706592089,0
4.32,206,0.0504587155963303,10,7.35686273871492,6.60129105622043,0.755571682494491,18.5951860738604,20.7235570104646,2.1283709366042,0
4.32,206,0.0508256880733945,10,7.33282335571525,6.57814599550497,0.754677360210276,18.5299887197323,20.6558404386345,2.12585171890219,0
4.32,206,0.0511926605504587,10,7.3091286233679,6.55533276361698,0.753795859750925,18.4657260946957,20.5890947137124,2.12336861901669,0
4.32,206,0.0515596330275229,10,7.28577118258422,6.5328442752434,0.752926907340819,18.4023782401223,20.523299105871,2.12092086574879,0
4.32,206,0.0519266055045872,10,7.26274388230631,6.51067364536274,0.752070236943576,18.3399257615852,20.4584334712854,2.11850770970021,0
4.32,206,0.0522935779816514,10,7.24003977220774,6.48881418221724,0.751225589990503,18.2783498090627,20.3944782315711,2.11612842250846,0
4.32,206,0.0526605504587156,10,7.2176520956994,6.467259380579,0.750392715120399,18.217632057969,20.3314143540828,2.1137822961138,0
4.32,206,0.0530275229357798,10,7.19557428322577,6.44600291529561,0.749571367930161,18.1577546909736,20.2692233330304,2.11146864205679,0
4.32,206,0.053394495412844,10,7.17379994583769,6.42503863510203,0.748761310735665,18.0987003805691,20.2078871713738,2.10918679080469,0
4.32,206,0.0537614678899083,10,7.15232286902829,6.40436055668584,0.747962312342458,18.0404522723545,20.14738836346,2.10693609110552,0
4.32,206,0.0541284403669725,10,7.1311370068197,6.38396285899393,0.747174147825768,17.982993968997,20.0877098783653,2.10471590936836,0
4.32,206,0.0544954128440367,10,7.11023647608866,6.36383987776925,0.746396598319405,17.926309514843,20.0288351439117,2.10252562906875,0
4.32,206,0.0548623853211009,10,7.08961555111991,6.34398610030678,0.745629450813127,17.8703833811459,19.9707480313237,2.10036465017782,0
4.32,206,0.0552293577981651,10,7.06926865837665,6.32439616041856,0.744872497958096,17.8152004518833,19.9134328404976,2.09823238861436,0
4.32,206,0.0555963302752294,10,7.0491903714782,6.30506483359817,0.74412553788003,17.7607460101357,19.8568742858541,2.09612827571839,0
4.32,206,0.0559633027522936,10,7.02937540637513,6.28598703237542,0.743388373999705,17.7070057250012,19.8010574827468,2.09405175774565,0
